alert_id,ip_address,ip_address_v6,mac_address,report_date,assigned_to,severity,incident_type,description,suggested_solution,recommended_playbook
276,29.12.203.132,43ce:a40:4df0:1698:caeb:c2e4:caf0:26e2,CA-96-FA-9E-9D-CA,10/26/2021,Morty (Lvl 1 Analyst),High,Incident Response (Breach),Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,AD4IoT-MailbyProductionLine. Update playbook trigger names
277,202.45.0.133,7203:9cb4:5f6e:a30:267e:cfe9:dacc:4d6d,DB-06-93-A9-98-42,9/15/2021,Summer (Lvl 2 Analyst),High,Passive Threat Detection (Maicious URL),"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Update-VIPUsers-Watchlist-from-AzureAD-Group
278,88.131.23.101,7a79:874a:9a90:1202:706:8beb:f58f:70ab,5C-AF-8A-C4-EA-E8,5/3/2022,Summer (Lvl 2 Analyst),Medium,Incident Response (Breach),"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Post-Message-Slack
279,142.80.192.104,3188:d59e:b694:65ff:e532:2362:401e:cb70,63-29-A3-FE-C5-7E,4/5/2022,Morty (Lvl 1 Analyst),Mild,Incident Response (Breach),"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,AD4IoT-AutoCloseIncidents
280,175.59.27.26,4dc9:a3d4:105f:6e61:7e13:7c75:c358:51bb,74-CD-BE-7B-DC-71,12/20/2021,Morty (Lvl 1 Analyst),Critical,Incident Response (Phishing),"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Get-GeoFromIPandTagIncident-EmailAlertBasedonGeo
281,82.223.195.7,f1d1:5634:b801:5d38:e0c8:6a61:b6d5:5936,5A-59-A5-8E-5D-20,10/6/2021,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Traffic from known Bad IP),"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",RecordedFuture_C2_Malware_Detect
282,106.215.79.22,32f9:8857:fd64:4d15:9db6:4860:ea60:824,64-66-60-70-E8-E0,9/18/2021,Rick (Lvl 3 Analyst),Critical,Passive Threat Detection (Traffic from known Bad IP),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Incident-Email-Notification
283,71.91.135.24,b9cb:19f8:93b3:b81b:5982:1237:9040:b35c,12-E8-CB-7F-29-33,7/7/2021,Summer (Lvl 2 Analyst),High,Passive Threat Detection (Traffic from known Bad IP),"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Fortinet-FortiGate
284,81.159.71.112,d15:6cab:6b40:e73a:6c85:fe69:6bc4:b010,04-07-14-1C-BF-7D,5/5/2022,Rick (Lvl 3 Analyst),Medium,Active Threat Hunting,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Send-AzCommunicationsSMSMessage
285,76.178.82.132,e830:5268:c3fe:d009:e097:5dff:1a54:5b0a,D4-33-D9-45-55-80,11/1/2021,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Maicious URL),"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",PaloAlto-PAN-OS
286,94.61.222.251,937b:43b7:7a62:a6cb:cf05:16d6:4143:3b48,E5-AB-7C-BF-4E-2A,2/22/2022,Summer (Lvl 2 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Watchlist-ChangeIncidentSeverityandTitleIFUserVIP
287,126.137.234.205,45d6:9333:ee41:e83e:baa3:7c2f:2ae6:f05f,2F-AC-65-09-AF-72,9/10/2021,Rick (Lvl 3 Analyst),Critical,Active Threat Hunting,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",RecordedFuture_Generic_Detection
288,16.87.73.108,e20f:c3c7:281c:4932:b2d6:e06f:68c7:457d,21-B0-F3-C2-EB-BE,8/15/2021,Summer (Lvl 2 Analyst),Mild,Passive Threat Detection (Maicious URL),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Incident-Assignment-Shifts
289,64.173.0.18,42eb:8c1:e19:133a:b88c:534b:f0b0:5612,71-13-CC-F4-0C-E9,3/22/2022,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Maicious URL),"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Run-AzureVMPacketCapture
290,32.253.108.189,3582:542e:d87b:409e:ff6c:76c7:bd24:17dc,DC-72-2D-FD-3C-43,4/16/2022,Rick (Lvl 3 Analyst),Mild,Passive Threat Detection (Maicious URL),"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Get-VirusTotalDomainReport
291,87.67.10.223,8b90:6ba1:6c25:d134:6fda:cc47:f667:8319,02-25-EF-FA-87-09,3/2/2022,Summer (Lvl 2 Analyst),Critical,Infrastructure Maintenance/Development,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Get-MDEInvestigationPackage
292,97.150.125.22,ce46:758:292e:473f:c7f3:984:ed23:6d77,03-A1-3D-5C-69-5C,9/24/2021,Morty (Lvl 1 Analyst),Critical,Passive Threat Detection (Maicious URL),Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Get-Microsoft-Covid19-Indicators
293,89.230.178.50,b695:d5e8:2e96:1ce1:1c9d:51be:6c92:b381,90-1E-A0-7E-88-3A,6/20/2021,Morty (Lvl 1 Analyst),High,Forensics,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Get-VirusTotalIPReport
294,160.193.242.87,425a:1de2:3e5e:ad4b:f383:90d1:d8c3:8a0b,5A-FB-02-C6-09-DF,8/11/2021,Rick (Lvl 3 Analyst),Medium,Forensics,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.","Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Restrict-MDEAppExecution
295,68.143.84.114,13b6:ea5:6f23:68b:6a6c:a8da:9011:c4e2,30-F8-8E-9D-F6-28,11/10/2021,Summer (Lvl 2 Analyst),Medium,Infrastructure Maintenance/Development,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Fusce consequat. Nulla nisl. Nunc nisl.,Aggregate-SNOW-tickets
296,72.136.145.244,ac9f:ffc5:9b70:8593:8f67:9141:1359:899f,97-4C-7C-13-E6-A1,4/23/2022,Rick (Lvl 3 Analyst),Medium,Passive Threat Detection (Maicious URL),Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Resolve-McasInfrequentCountryAlerts
297,43.129.169.172,e3ef:7c2d:93bc:9184:be0c:3608:a817:3c20,27-AE-E3-9F-49-FA,11/6/2021,Rick (Lvl 3 Analyst),High,Passive Threat Detection (Failed Brute Force Attempt),"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Get-ASCRecommendations
298,241.76.232.13,45e:6d32:f3d1:ea6d:b5e8:394a:fc35:be10,0A-03-7B-D7-F7-4A,12/17/2021,Rick (Lvl 3 Analyst),High,Active Threat Hunting,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.","Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Prompt-User
299,137.184.245.50,9fbe:74ab:11ef:8563:d7bb:ce3d:c82d:ac6,02-38-E4-52-33-50,10/17/2021,Morty (Lvl 1 Analyst),Medium,Infrastructure Maintenance/Development,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Get-MachineData-EDR-SOAR-ActionsOnMachine
300,65.93.249.239,7965:4b3f:d76d:3b54:d8c:a70d:58ea:bde7,A5-1A-64-61-9F-56,11/24/2021,Morty (Lvl 1 Analyst),Critical,Forensics,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Export-Incidents-With-Comments
301,35.63.52.205,be10:9dfa:4e33:157d:e35c:c20a:2af4:e209,A8-BB-0C-8D-F9-A6,7/9/2021,Summer (Lvl 2 Analyst),Critical,Incident Response (Breach),"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Zscaler-add-Domains-to-URL-Category
302,130.20.180.192,b28b:31cb:a3e:cc61:d86e:914e:1be4:29ff,46-FF-1D-19-4C-CB,12/16/2021,Rick (Lvl 3 Analyst),Mild,Passive Threat Detection (Traffic from known Bad IP),Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,RecordedFuture_IP_Enrichment
303,10.192.103.53,44f6:112b:1224:4641:8241:cf44:af29:fce3,58-9B-05-69-DE-D8,12/30/2021,Rick (Lvl 3 Analyst),Critical,Incident Response (Phishing),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",CiscoASA
304,213.148.14.98,50e:b16d:ae43:7e46:ffd9:1904:b5ca:6dd3,86-99-A0-DD-37-5B,10/8/2021,Rick (Lvl 3 Analyst),Medium,Infrastructure Maintenance/Development,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",OktaRawLog
